sku;name;images;video;stock_a;stock_a_days;stock_b;stock_b_days;stock_c;stock_c_days;pvd_old;pvd;pvd_dif;pvr_old;pvr;pvr_dif;category
V0707251;Smartphone emporia Happy 3,2\" 4G 128 x 160 px 32 GB RAM Black 32 GB (Refurbished A);https://cdnbigbuy.com/images/9005613162870_V0707251_P00.jpg;-;1;1;0;5;0;1;-;30.89;0.00%;-;40.03;0.00%;
S7798648;Smartphone iPhone 15 Pro Apple MTVD3QL/A 6,1\" 8 GB RAM 1 TB;https://cdnbigbuy.com/images/0195949020841_S7798648_P00.jpg;-;0;1;0;5;6;1;-;1,462.83;0.00%;-;1,556.20;0.00%;
S7798665;Smartphone Apple MU1Q3QL/A 6,7\" 512 GB 6 GB RAM Green;https://cdnbigbuy.com/images/0195949043185_I20.jpg;-;0;1;0;5;9;1;-;1,169.63;0.00%;-;1,244.29;0.00%;
S7762290;Smartphone Zebra TC52 5\" 32 GB;https://cdnbigbuy.com/images/5706998558732_R00.jpg;-;0;1;0;5;2;1;-;1,238.20;0.00%;-;1,317.23;0.00%;
S7750613;Smartphone Apple iPhone 13 6,1\" 4 GB RAM 512 GB A15 Green;https://cdnbigbuy.com/images/0194253129486_S7750613_P10.jpg;-;0;1;0;5;4;1;-;857.34;0.00%;-;912.06;0.00%;
S7750411;Smartphone Apple iPhone 13 6,1\" 4 GB RAM 512 GB A15 Red;https://cdnbigbuy.com/images/0194252710708_S7750411_P10.jpg;-;0;1;0;5;4;1;-;857.34;0.00%;-;912.06;0.00%;
S9901540;Smartphone iPhone 15 Pro Apple MTVG3QL/A Hexa Core 8 GB RAM Blue 1 TB;https://cdnbigbuy.com/images/0195949021206_I00.jpg;-;0;1;0;5;1;1;-;1,443.64;0.00%;-;1,552.30;0.00%;
S9901539;Smartphone Apple MTVF3QL/A Hexa Core 8 GB RAM Beige 1 TB;https://cdnbigbuy.com/images/0195949021022_S9901539_P00.jpg;-;0;1;0;5;1;1;-;1,443.64;0.00%;-;1,552.30;0.00%;
S9906414;Smartphone Samsung F946 12-256 BK Octa Core 12 GB RAM 256 GB Black;https://cdnbigbuy.com/images/8806095012438_S9906414_P00.jpg;-;0;1;0;5;1;1;-;1,161.00;0.00%;-;1,248.39;0.00%;
S9906415;Smartphone Samsung F946 12-256 BL Octa Core 12 GB RAM 256 GB Blue;https://cdnbigbuy.com/images/8806095012490_S9906415_P00.jpg;-;0;1;0;5;1;1;-;1,147.36;0.00%;-;1,233.72;0.00%;
S7833760;Smartphone Samsung Galaxy A54 5G 6,1\" Octa Core 128 GB Lilac 8 GB RAM;https://cdnbigbuy.com/images/8806094885736_S7833760_P00.jpg;-;0;1;0;5;1;1;-;303.16;0.00%;-;325.98;0.00%;
S9901452;Smartphone Apple iPhone 12 6,1\" Hexa Core A14 4 GB RAM 64 GB White;https://cdnbigbuy.com/images/0194252029954_S9901452_P00.jpg;-;0;1;0;5;1;1;-;467.18;0.00%;-;502.34;0.00%;
S9906411;Smartphone Samsung F731 8-512 GREE Octa Core 8 GB RAM 512 GB Green;https://cdnbigbuy.com/images/8806095012803_S9906411_P00.jpg;-;0;1;0;5;1;1;-;704.82;0.00%;-;757.87;0.00%;
S7609154;Smartphone Samsung S24 GRAY 8 GB RAM 128 GB Grey;https://cdnbigbuy.com/images/8806095299822_I00.jpg;-;0;1;0;5;17;1;-;769.89;0.00%;-;819.03;0.00%;
S0438875;Smartphone Cubot P50 6,2\" 6 GB RAM 128 GB Black;https://cdnbigbuy.com/images/69241367175472.jpg;-;0;1;0;5;3;1;-;122.38;0.00%;-;133.02;0.00%;
S0438876;Smartphone Cubot P50 6,2\" 6 GB RAM 128 GB Green;https://cdnbigbuy.com/images/69241367175541.jpg;-;0;1;0;5;4;1;-;126.37;0.00%;-;134.44;0.00%;
S0448846;Smartphone Cubot NOTE 30 6,5\" Green 64 GB;https://cdnbigbuy.com/images/6924136718834_R02.jpg;-;0;1;0;5;7;1;-;103.59;0.00%;-;111.39;0.00%;
S0453442;Smartphone Cubot NOTE 50 6,56\" 256 GB 16 GB RAM;https://cdnbigbuy.com/images/6924136719381_S0453442_P00.jpg;-;0;1;0;5;15;1;-;121.78;0.00%;-;129.55;0.00%;
S0453444;Smartphone Cubot NOTE 50 6,56\" 256 GB 16 GB RAM Green;https://cdnbigbuy.com/images/6924136719398_S0453444_P00.jpg;-;0;1;0;5;14;1;-;121.78;0.00%;-;129.55;0.00%;
S0453439;Smartphone Cubot NOTE 21 6,56\" 128 GB 6 GB RAM;https://cdnbigbuy.com/images/6924136719527_S0453439_P00.jpg;-;0;1;0;5;10;1;-;95.69;0.00%;-;102.89;0.00%;
S0454229;Smartphone Cubot NOTE 40 6,56\" 256 GB 6 GB RAM;https://cdnbigbuy.com/images/6924136719718_S0454229_P00.jpg;-;0;1;0;5;3;1;-;107.81;0.00%;-;114.69;0.00%;
S0454227;Smartphone Cubot NOTE 40 6,56\" 256 GB 6 GB RAM Blue;https://cdnbigbuy.com/images/6924136719732_S0454227_P00.jpg;-;0;1;0;5;1;1;-;106.79;0.00%;-;113.61;0.00%;
S0454230;Smartphone Cubot NOTE 40 6,56\" 256 GB 6 GB RAM Green;https://cdnbigbuy.com/images/6924136719725_S0454230_P00.jpg;-;0;1;0;5;5;1;-;106.79;0.00%;-;113.61;0.00%;
S0439914;Smartphone Realme 9i 6,6\" 4 GB RAM 128 GB;https://cdnbigbuy.com/images/6941399066106_S0439914_P01.jpg;-;0;1;0;5;49;1;-;195.09;0.00%;-;207.54;0.00%;
S0448845;Smartphone Cubot NOTE 30 6,5\" 64 GB Black;https://cdnbigbuy.com/images/6924136718827_R01.jpg;-;0;1;0;5;4;1;-;104.72;0.00%;-;112.60;0.00%;
S0449770;Smartphone Cubot POCKET 3 4,5\" Green 64 GB;https://cdnbigbuy.com/images/6924136718773_R01.jpg;-;0;1;0;5;5;1;-;125.85;0.00%;-;133.88;0.00%;
S0451129;Smartphone Cubot P80 8 GB RAM 6,6\" 256 GB Blue;https://cdnbigbuy.com/images/6924136719107_R01.jpg;-;0;1;0;5;3;1;-;140.49;0.00%;-;149.46;0.00%;
S7194747;Smartphone Apple iPhone 15 Pro 128 GB;https://cdnbigbuy.com/images/0195949019111_I01.jpg;-;0;1;0;5;30;1;-;1,115.16;0.00%;-;1,199.10;0.00%;
S0238969;PDA Zebra TC21 3 GB RAM 32 GB;https://cdnbigbuy.com/images/2507112311249_S0238969_P00.jpg;-;0;1;0;5;2;1;-;527.65;0.00%;-;567.37;0.00%;
S7191185;Smartphone Nokia G22 Grey 6,52\" Multicolour 4 GB RAM Unisoc 64 GB;https://cdnbigbuy.com/images/6438409083227_I01.jpg;-;0;1;0;5;11;1;-;184.50;0.00%;-;202.75;0.00%;
S7762257;Smartphone Zebra TC26 SE4100 5\" Qualcomm Snapdragon 660 3 GB RAM 32 GB Black;https://cdnbigbuy.com/images/8596375239395_S7762257_P10.jpg;-;0;1;0;5;1;1;-;505.19;0.00%;-;543.22;0.00%;
S0448823;Smartphone Xiaomi NOTE 12 PRO 5G 6,55\" Black 128 GB 8 GB RAM;https://cdnbigbuy.com/images/6941812709764_R01.jpg;-;0;1;0;5;11;1;-;299.51;0.00%;-;322.05;0.00%;
S0458385;Smartphone Realme C63 6,74\" 8 GB RAM 256 GB Blue;https://cdnbigbuy.com/images/6941764434486_S0458385_P00.jpg;-;0;1;0;5;200;1;-;157.74;0.00%;-;167.81;0.00%;
S0458390;Smartphone Realme C63 6,74\" 8 GB RAM 256 GB Green;https://cdnbigbuy.com/images/6941764434493_S0458390_P00.jpg;-;0;1;0;5;200;1;-;157.74;0.00%;-;167.81;0.00%;
S7192875;Smartphone Apple iPhone 15 128 GB Yellow Blue;https://cdnbigbuy.com/images/0195949036422_S7192875_P01.jpg;-;0;1;0;5;30;1;-;808.30;0.00%;-;869.14;0.00%;
M0201124;PDA Zebra TC21 5\" Snapdragon 3 GB RAM 32 GB Black;https://cdnbigbuy.com/images/8785254566084_M0201124_P00.jpg;-;0;1;0;5;5;1;-;371.30;0.00%;-;403.59;0.00%;
S7789000;Screen Magnifier for Mobile Devices Celly KIDSMOVIEPK Pink;https://cdnbigbuy.com/images/8021735201946_S7789000_P10.jpg;-;0;1;0;5;97;1;-;5.33;0.00%;-;7.11;0.00%;
S9912495;Smartphone Realme 12 PLS 5G 12-512 GREE 12 GB RAM 512 GB Green;https://cdnbigbuy.com/images/6941764426979_S9912495_P00.jpg;-;0;1;0;5;1;1;-;313.76;0.00%;-;337.38;0.00%;
S0457148;Smartphone Cubot A1 6,5\" 4 GB RAM 128 GB Green;https://cdnbigbuy.com/images/6924136720806_S0457148_P00.jpg;-;0;1;0;5;6;1;-;79.79;0.00%;-;86.73;0.00%;
S0448800;Smartphone Xiaomi REDMI 12C Blue 64 GB 3 GB RAM 6,7\";https://cdnbigbuy.com/images/6941812716311_S0448800_P01.jpg;-;0;1;0;5;5;1;-;131.58;0.00%;-;139.98;0.00%;
S9912480;Smartphone Realme 12 PLS 5G 12-512 BG Octa Core 12 GB RAM 512 GB Beige;https://cdnbigbuy.com/images/6941764426986_S9912480_P00.jpg;-;0;1;0;5;1;1;-;302.56;0.00%;-;325.33;0.00%;
S0240608;Smartphone Samsung Galaxy A3 6,6\" 8 GB RAM 256 GB Lilac;https://cdnbigbuy.com/images/8806095457956_S0240608_P00.jpg;-;0;1;0;5;1;1;-;288.03;0.00%;-;309.71;0.00%;
S0455933;Smartphone Motorola G14 6,5\" 8 GB RAM 256 GB Unisoc Grey;https://cdnbigbuy.com/images/0840023258565_S0455933_P00.jpg;-;0;1;0;5;129;1;-;118.64;0.00%;-;126.21;0.00%;
S0450233;Smartphone Apple IPHONE 12 PRO 4 GB RAM 6,1\" (Refurbished A);https://cdnbigbuy.com/images/8435607111378_S0450233_P01.jpg;-;1;1;0;5;0;1;821.23;749.48;8.74%;864.45;788.93;8.74%;
S8103958;Smartphone Xiaomi Note 11S 5G Black 4 GB RAM 6,6\" 128 GB;https://cdnbigbuy.com/images/6934177783371_S8103958_P00.jpg;-;2;1;0;5;0;1;127.90;114.77;10.27%;137.53;123.41;10.27%;
S7759985;Smartphone Samsung GALAXY S22 ULTRA Black 128 GB 8 GB RAM Octa Core 6,8\" Samsung Exynos;https://cdnbigbuy.com/images/8806094261677_I01.jpg;-;1;1;0;5;0;1;1,090.22;1,010.45;7.32%;1,159.81;1,074.95;7.32%;
S0240511;Smartphone Samsung Galaxy A35 6,6\" 8 GB RAM 256 GB Yellow;https://cdnbigbuy.com/images/S0240511_8806095457703_P00.jpg;-;0;1;0;5;1;1;-;285.37;0.00%;-;306.85;0.00%;
S8428062;Mobile phone Volfen ASTRO FLIP 2,8\" 32 GB Black;https://cdnbigbuy.com/images/8056273063404_S8428062_P01.jpg;-;0;1;0;5;5;1;-;21.97;0.00%;-;24.41;0.00%;
S7781426;Smartphone Premier PDA 5 MAXI Black 16 GB 2 GB RAM 5\";https://cdnbigbuy.com/images/8437019184377_S7781426_P01.jpg;-;0;1;0;5;2;1;-;315.79;0.00%;-;339.56;0.00%;
S5629094;Smartphone Samsung Galaxy A35 6 GB RAM 128 GB Black Lilac;https://cdnbigbuy.com/images/8806095457994_S5629094_P00.jpg;-;0;1;0;5;19;1;-;268.35;0.00%;-;288.55;0.00%;
S0440346;Smartphone Vivo Y21s Blue 4 GB RAM;https://cdnbigbuy.com/images/6935117840420_S0440346_P01.jpg;-;0;1;0;5;1;1;-;155.68;0.00%;-;167.40;0.00%;
S5628843;Smartphone Samsung A55 8 GB RAM 256 GB Blue Black;https://cdnbigbuy.com/images/8806095467344_S5628843_P10.jpg;-;0;1;0;5;8;1;-;365.05;0.00%;-;392.53;0.00%;
S5628065;Smartphone Samsung GALAXY S24 ULTRA 12 GB RAM 256 GB Grey;https://cdnbigbuy.com/images/8806095309446_S5628065_P00.jpg;-;0;1;0;5;2;1;-;1,092.89;0.00%;-;1,175.15;0.00%;
S0451127;Smartphone Cubot KING KONG POWER 8 GB RAM 6,5\" Black 256 GB;https://cdnbigbuy.com/images/6924136719152_R31.jpg;-;0;1;0;5;12;1;-;174.58;0.00%;-;185.72;0.00%;
S0240676;Smartphone Samsung Galaxy A35 5G 6,6\" Octa Core 6 GB RAM 128 GB Blue;https://cdnbigbuy.com/images/2512042412508_S0240676_P00.jpg;-;0;1;0;5;1;1;-;257.18;0.00%;-;276.54;0.00%;
S5627070;Smartphone Samsung Galaxy S24 8 GB RAM 256 GB Yellow;https://cdnbigbuy.com/images/8806095299617_S5627070_P00.jpg;-;0;1;0;5;2;1;-;699.11;0.00%;-;751.73;0.00%;
S0239321;Smartphone SPC Discovery 2 SE 6,5\" Unisoc T310 4 GB RAM 128 GB Blue;https://cdnbigbuy.com/images/8436609912369_S0239321_P00.jpg;-;0;1;0;5;37;1;-;81.76;0.00%;-;92.91;0.00%;
S0453443;Smartphone Cubot NOTE 50 6,56\" 256 GB 16 GB RAM Black;https://cdnbigbuy.com/images/6924136719374_S0453443_P00.jpg;-;0;1;0;5;22;1;-;125.62;0.00%;-;133.64;0.00%;
S7193751;Smartphone Apple iPhone 15 Plus 512 GB Black;https://cdnbigbuy.com/images/0195949042539_S7193751_P01.jpg;-;0;1;0;5;3;1;-;1,469.01;0.00%;-;1,579.58;0.00%;
S7750984;Smartphone Apple MQ5G3QL/A Blue 6 GB RAM 512 GB;https://cdnbigbuy.com/images/0194253376590_S7750984_P00.jpg;-;0;1;0;5;10;1;-;962.17;0.00%;-;1,023.59;0.00%;
S0453564;Smartphone Motorola PAYA0035SE 8 GB RAM 256 GB Lilac;https://cdnbigbuy.com/images/0840023249808_S0453564_P01.jpg;-;0;1;0;5;1;1;-;683.20;0.00%;-;719.16;0.00%;
V0707323;Mobile phone Telefunken S740 32 GB Black Multicolour (Refurbished A);https://cdnbigbuy.com/images/7640256380056_V0707323_P10.jpg;-;1;1;0;5;0;1;-;53.00;0.00%;-;63.99;0.00%;
S7609541;Smartphone Samsung A55 5G YELLOW 8 GB RAM 128 GB Yellow Black;https://cdnbigbuy.com/images/8806095467559_I00.jpg;-;0;1;0;5;12;1;-;390.76;0.00%;-;415.70;0.00%;
S9906393;Smartphone Samsung A54 5G Octa Core 8 GB RAM 128 GB Green;https://cdnbigbuy.com/images/8806094885699_S9906393_P00.jpg;-;0;1;0;5;2;1;-;280.17;0.00%;-;301.26;0.00%;
S7609165;Smartphone Samsung S24 ULTRA YELLO 256 GB 12 GB RAM Yellow;https://cdnbigbuy.com/images/8806095308753_I00.jpg;-;0;1;0;5;6;1;-;1,235.59;0.00%;-;1,314.46;0.00%;
S5629099;Smartphone Samsung A35 5G YELLOW 6 GB RAM 128 GB Yellow Black;https://cdnbigbuy.com/images/8806095457741_S5629099_P00.jpg;-;0;1;0;5;19;1;-;269.79;0.00%;-;290.10;0.00%;
S7733402;PDA with 1D + 2D Reader Zebra TC26BK-11B212-A6 32 GB;https://cdnbigbuy.com/images/5704174222712_R00.jpg;-;0;1;0;5;8;1;-;479.68;0.00%;-;515.78;0.00%;
S0455935;Smartphone Motorola G14 6,5\" 8 GB RAM 256 GB Blue Unisoc;https://cdnbigbuy.com/images/0840023258572_S0455935_P00.jpg;-;0;1;0;5;1141;1;-;118.64;0.00%;-;126.21;0.00%;
S9911792;Smartphone Realme Realme 12 Plus 6,67\" Octa Core 8 GB RAM 256 GB Beige;https://cdnbigbuy.com/images/6941764426962_S9911792_P00.jpg;-;0;1;0;5;2;1;-;266.10;0.00%;-;286.13;0.00%;
S9175380;Smartphone Samsung Galaxy S24+ 6,7\" Exynos 2400 12 GB RAM 256 GB Purple;https://cdnbigbuy.com/images/S9175380_1559194_1715063174-cropped0.jpg;-;0;1;0;5;1;1;-;719.37;0.00%;-;773.52;0.00%;
S8107820;Smartphone HMD Pulse Pro 6,56\" 6 GB RAM 128 GB Green Unisoc;https://cdnbigbuy.com/images/6438409090744_I00.jpg;-;0;1;0;5;4;1;-;141.99;0.00%;-;152.68;0.00%;
S8107588;Smartphone HMD Pulse 6,56\" 4 GB RAM 64 GB Black;https://cdnbigbuy.com/images/6438409090799_R20.jpg;-;0;1;0;5;4;1;-;113.00;0.00%;-;121.51;0.00%;
S8107824;Smartphone HMD Pulse+ 6,56\" 4 GB RAM 128 GB Green Unisoc;https://cdnbigbuy.com/images/6438409092960_R00.jpg;-;0;1;0;5;2;1;-;125.88;0.00%;-;135.35;0.00%;
S8107590;Smartphone HMD Pulse+ 6,56\" 4 GB RAM 128 GB Midnight Blue;https://cdnbigbuy.com/images/6438409092953_R00.jpg;-;0;1;0;5;4;1;-;125.88;0.00%;-;135.35;0.00%;
S8107589;Smartphone HMD Pulse Pro 6,56\" 6 GB RAM 128 GB Black;https://cdnbigbuy.com/images/6438409090768_R00.jpg;-;0;1;0;5;4;1;-;141.99;0.00%;-;152.68;0.00%;
S8107581;Smartphone HMD Pulse Pro 6,56\" 6 GB RAM 128 GB Purple;https://cdnbigbuy.com/images/6438409090751_R00.jpg;-;0;1;0;5;4;1;-;141.99;0.00%;-;152.68;0.00%;
S8107814;Smartphone HMD Pulse 6,56\" 4 GB RAM 64 GB Pink Unisoc;https://cdnbigbuy.com/images/6438409091871_I00.jpg;-;0;1;0;5;4;1;-;113.00;0.00%;-;121.51;0.00%;
M0201118;IP Telephone Yealink T54W Black;https://cdnbigbuy.com/images/6938818303171_M0201118_P00.jpg;-;0;1;0;5;100;1;-;122.64;0.00%;-;134.77;0.00%;
S0456409;Smartphone Motorola 8 GB RAM 256 GB;https://cdnbigbuy.com/images/0840023259661_S0456409_P00.jpg;-;0;1;0;5;3;1;-;575.91;0.00%;-;606.22;0.00%;
S0458108;Smartphone Realme 12 P 12-256 BG 12 GB RAM 256 GB Beige;https://cdnbigbuy.com/images/6941764422506_S0458108_P00.jpg;-;0;1;0;5;117;1;-;302.45;0.00%;-;321.76;0.00%;
S0456996;Smartphone Motorola EDGE 50 PRO 6,7\" 12 GB RAM 512 GB Pearlescent;https://cdnbigbuy.com/images/0840023257513_S0456996_P00.jpg;-;0;1;0;5;10;1;-;537.70;0.00%;-;566.00;0.00%;
S0458184;Smartphone Motorola EDGE 50 ULTRA 16 GB RAM 1 TB 6,67\" Brown;https://cdnbigbuy.com/images/0840023256035_I00.jpg;-;0;1;0;5;10;1;-;758.81;0.00%;-;798.75;0.00%;
S9901460;Smartphone Apple iPhone 12 6,1\" Hexa Core 4 GB RAM 128 GB Green;https://cdnbigbuy.com/images/0194252032572_S9901460_P00.jpg;-;0;1;0;5;1;1;-;529.21;0.00%;-;569.04;0.00%;
S9911787;Smartphone Oppo Reno 8 Pro 6,7\" Octa Core 8 GB RAM 256 GB Black;https://cdnbigbuy.com/images/6932169311144_S9911787_P00.jpg;-;0;1;0;5;1;1;-;300.27;0.00%;-;322.87;0.00%;
S0457584;Smartphone Panasonic Black;https://cdnbigbuy.com/images/5025232954292_S0457584_P00.jpg;-;0;1;0;5;19;1;-;32.68;0.00%;-;35.91;0.00%;
S7609152;Smartphone Samsung S24 YELLOW 6,2\" 8 GB RAM 128 GB Yellow;https://cdnbigbuy.com/images/8806095299631_I20.jpg;-;0;1;0;5;9;1;-;769.89;0.00%;-;819.03;0.00%;
S0445583;Smartphone DCU 37250045 Black;https://cdnbigbuy.com/images/8436556989926_S0445583_P00.jpg;-;0;1;0;5;6;1;-;21.34;0.00%;-;23.98;0.00%;
S0457145;Smartphone Cubot KING KONG AX 6,6\" 12 GB RAM 256 GB Black;https://cdnbigbuy.com/images/6924136721117_S0457145_P00.jpg;-;0;1;0;5;5;1;-;218.98;0.00%;-;232.96;0.00%;
S8106809;Smartphone Poco 8 GB RAM 256 GB Black;https://cdnbigbuy.com/images/6941812757796_S8106809_P00.jpg;-;1;1;0;5;0;1;-;243.52;0.00%;-;259.06;0.00%;
S9910068;Smartphone Apple iPhone SE 2022 4,7\" Hexa Core 3 GB RAM 64 GB White;https://cdnbigbuy.com/images/0194253013389_S9910068_P00.jpg;-;0;1;0;5;5;1;-;396.72;0.00%;-;426.58;0.00%;
S0441785;Smartphone Cubot Pocket Black 4\" Quad Core;https://cdnbigbuy.com/images/6924136717813_S0441785_P01.jpg;-;0;1;0;5;1;1;-;116.48;0.00%;-;123.91;0.00%;
S7798318;Smartphone Honor Green Emerald Green 8 GB RAM 256 GB;https://cdnbigbuy.com/images/S7798318_6936520823451_s77_p00.jpg;-;0;1;0;5;239;1;-;327.24;0.00%;-;351.87;0.00%;
S7750180;Smartphone Apple MJNM3QL/A Purple 6,1\" 4 GB 64 GB;https://cdnbigbuy.com/images/0194252429976_S7750180_P00.jpg;-;0;1;0;5;12;1;-;469.46;0.00%;-;504.80;0.00%;
S7750409;Smartphone Apple iPhone 13 White 512 GB 6,1\" 4 GB RAM;https://cdnbigbuy.com/images/0194252710166_S7750409_P00.jpg;-;0;1;0;5;1;1;-;857.34;0.00%;-;912.06;0.00%;
S7750410;Smartphone Apple iPhone 13 Pink 512 GB 6,1\" 4 GB RAM;https://cdnbigbuy.com/images/0194252710432_S7750410_P00.jpg;-;0;1;0;5;3;1;-;857.34;0.00%;-;912.06;0.00%;
S7609167;Smartphone Samsung S24 ULTRA YELLO 512 GB 12 GB RAM;https://cdnbigbuy.com/images/8806095414362_S7609167_P00.jpg;-;0;1;0;5;8;1;-;1,337.19;0.00%;-;1,422.54;0.00%;
S0453559;Smartphone Motorola PAYH0000SE 256 GB 12 GB RAM Black;https://cdnbigbuy.com/images/0840023248535_S0453559_P00.jpg;-;0;1;0;5;208;1;-;257.72;0.00%;-;274.17;0.00%;
S0456076;Smartphone Motorola G24 6,56\" 8 GB RAM 128 GB Green MediaTek Helio G85;https://cdnbigbuy.com/images/0840023259210_S0456076_P00.jpg;-;0;1;0;5;360;1;-;104.33;0.00%;-;112.18;0.00%;
S0453440;Smartphone Cubot NOTE 21 6,56\" 128 GB 6 GB RAM Black;https://cdnbigbuy.com/images/6924136719510_S0453440_P00.jpg;-;0;1;0;5;7;1;-;95.69;0.00%;-;102.89;0.00%;
S7609107;Smartphone Samsung S24+ 6,7\" 12 GB RAM 512 GB Black;https://cdnbigbuy.com/images/8806095307428_I20.jpg;-;0;1;0;5;8;1;-;1,083.18;0.00%;-;1,152.32;0.00%;
S0451128;Smartphone Cubot P80 8 GB RAM 6,6\" Black 256 GB;https://cdnbigbuy.com/images/6924136719091_R01.jpg;-;0;1;0;5;4;1;-;140.92;0.00%;-;148.34;0.00%;
S0449769;Smartphone Cubot POCKET 3;https://cdnbigbuy.com/images/6924136718759_R01.jpg;-;0;1;0;5;3;1;-;123.17;0.00%;-;131.03;0.00%;
S0453561;Smartphone Motorola PAYH0034SE 256 GB 12 GB RAM Blue;https://cdnbigbuy.com/images/0840023250477_S0453561_P00.jpg;-;0;1;0;5;250;1;-;257.71;0.00%;-;274.16;0.00%;
S0458175;Smartphone Motorola Edge 40 Neo 12 GB RAM 256 GB Green;https://cdnbigbuy.com/images/0840023248542_I00.jpg;-;0;1;0;5;200;1;-;257.71;0.00%;-;274.16;0.00%;
S7607396;Mobile phone SPC Internet FORTUNE 2 4G Black 4G LTE 64 GB;https://cdnbigbuy.com/images/8436542859899_S7607396_P02.jpg;-;0;1;0;5;5;1;-;38.92;0.00%;-;43.24;0.00%;
S9906778;Smartphone SPC Smart Ultimate 6,1\" Octa Core Unisoc T310 3 GB LPDDR3 3 GB RAM 64 GB Black;https://cdnbigbuy.com/images/8436609910129_S9906778_P00.jpg;-;0;1;0;5;3;1;-;77.16;0.00%;-;87.68;0.00%;
S8107810;Smartphone HMD Pulse+ 6,56\" 4 GB RAM 128 GB Unisoc Orange;https://cdnbigbuy.com/images/6438409092946_I00.jpg;-;0;1;0;5;1;1;-;125.88;0.00%;-;135.35;0.00%;
S8100746;Smartphone ZTE 6,74\" 3 GB RAM 64 GB 13 MP + 5 MP Blue 64 GB 3 GB RAM;https://cdnbigbuy.com/images/6902176072802_P02.jpg;-;0;1;0;5;1;1;-;66.47;0.00%;-;72.25;0.00%;
S8107583;Smartphone HMD Pulse 6,56\" 4 GB RAM 64 GB Blue;https://cdnbigbuy.com/images/6438409091888_R00.jpg;-;0;1;0;5;4;1;-;113.00;0.00%;-;121.51;0.00%;
S9909538;Smartphone Xiaomi MZB0EZOEU Octa Core 3 GB RAM 64 GB Blue;https://cdnbigbuy.com/images/6941812743072_S9909538_P00.jpg;-;0;1;0;5;100;1;-;68.86;0.00%;-;78.25;0.00%;
S0453359;Smartphone SPC DISCOVERY PRO 6,8\" 128 GB 6 GB RAM;https://cdnbigbuy.com/images/8436609912246_R00.jpg;-;0;1;0;5;2;1;-;102.59;0.00%;-;110.31;0.00%;
S5629153;Smartphone Xiaomi Redmi Note 13 Pro 8 GB RAM 128 GB Blue Green;https://cdnbigbuy.com/images/6941812749937_S5629153_P00.jpg;-;0;1;0;5;1;1;-;252.05;0.00%;-;271.02;0.00%;
S9158399;Smartphone Samsung Galaxy A25 6,5\" 8 GB RAM 256 GB Black;https://cdnbigbuy.com/images/8806095152509_S9158399_P00.jpg;-;0;1;0;5;200;1;-;209.60;0.00%;-;230.33;0.00%;
S0457536;Smartphone Realme 12x 5G 6,67\" 6 GB RAM 128 GB;https://cdnbigbuy.com/images/6941764431010_S0457536_P00.jpg;-;0;1;0;5;80;1;-;141.92;0.00%;-;150.98;0.00%;
S7191823;Smartphone Samsung SM-F731BLGHEUB 8 GB RAM 512 GB;https://cdnbigbuy.com/images/8806095019765_I01.jpg;-;0;1;0;5;1;1;-;1,207.52;0.00%;-;1,298.41;0.00%;
S7191876;Smartphone Samsung SM-F946BZKNEUB Black 12 GB RAM 1 TB;https://cdnbigbuy.com/images/8806095019062_I01.jpg;-;0;1;0;5;2;1;-;2,052.32;0.00%;-;2,206.80;0.00%;
S7191879;Smartphone Samsung SM-F731BLIHEUB 8 GB RAM 512 GB;https://cdnbigbuy.com/images/8806095019741_I01.jpg;-;0;1;0;5;2;1;-;1,198.02;0.00%;-;1,288.19;0.00%;
S7191672;Smartphone Samsung SM-F731BZEGEUB Cream 8 GB RAM 256 GB;https://cdnbigbuy.com/images/8806095019727_I01.jpg;-;0;1;0;5;1;1;-;1,073.97;0.00%;-;1,154.81;0.00%;
S9911718;Smartphone Oppo Find X5 Lite 6,43\" Octa Core 8 GB RAM 256 GB Black;https://cdnbigbuy.com/images/6932169301930_S9911718_P00.jpg;-;0;1;0;5;2;1;-;310.78;0.00%;-;334.17;0.00%;
S7186369;Smartphone Samsung S23 512 GB;https://cdnbigbuy.com/images/8806094725780_S7186369_P02.jpg;-;0;1;0;5;4;1;-;1,246.16;0.00%;-;1,339.96;0.00%;
S7188324;Smartphone Samsung A34 5G Grey 128 GB 6 GB RAM;https://cdnbigbuy.com/images/8806094813845_S7188324_P01.jpg;-;0;1;0;5;30;1;-;371.02;0.00%;-;407.71;0.00%;
S7187304;Smartphone Samsung A34 5G 6,6\" 128 GB Lime 6 GB RAM 128 GB;https://cdnbigbuy.com/images/8806094813944_S7187304_P01.jpg;-;0;1;0;5;29;1;-;371.14;0.00%;-;407.85;0.00%;
S71003488;Smartphone Samsung Galaxy A14 6,4\" 4 GB RAM 128 GB Black;https://cdnbigbuy.com/images/8806094825367_I00.jpg;-;0;1;0;5;30;1;-;288.68;0.00%;-;317.23;0.00%;
S71000593;Smartphone Samsung S24 Galaxy Ultra 12 GB RAM 1 TB Grey;https://cdnbigbuy.com/images/8806095414430_S71000593_P00.jpg;-;0;1;0;5;5;1;-;1,649.38;0.00%;-;1,773.53;0.00%;
S7191824;Smartphone Samsung SM-F731BLGGEUB 8 GB RAM 256 GB;https://cdnbigbuy.com/images/8806095019789_I01.jpg;-;0;1;0;5;3;1;-;1,103.01;0.00%;-;1,186.03;0.00%;
