sku;name;images;video;stock_a;stock_a_days;stock_b;stock_b_days;stock_c;stock_c_days;pvd_old;pvd;pvd_dif;pvr_old;pvr;pvr_dif;category
S9191592;Smartphone Huawei  HONOR MAGIC6 PRO 6,8\" SNAPDRAGON 8 gen 3 12 GB RAM 512 GB Green;https://cdnbigbuy.com/images/6936520836000_S9191592_P00.jpg;-;0;1;0;5;21;1;-;900.82;0.00%;-;968.62;0.00%;
S9191594;Smartphone Huawei  Magic V2 6,43\" Qualcomm Snapdragon 8 Gen 2 16 GB RAM 512 GB Purple;https://cdnbigbuy.com/images/6936520832149_S9191594_P00.jpg;-;0;1;0;5;1;1;-;1,164.95;0.00%;-;1,252.63;0.00%;
S9195921;Smartphone Huawei Magic 6 Lite 6,78\" Snapdragon 695 Qualcomm Snapdragon 6 gen 1 8 GB RAM 256 GB Black Midnight black;https://cdnbigbuy.com/images/6936520832422_S9195921_P00.jpg;-;0;1;0;5;16;1;-;260.04;0.00%;-;285.76;0.00%;
S9910445;Smartphone Samsung Galaxy A35 Octa Core 6 GB RAM 128 GB Blue;https://cdnbigbuy.com/images/8806095457604_S9910445_P01.jpg;-;0;1;0;5;7;1;-;236.54;0.00%;-;254.34;0.00%;
S9906406;Smartphone Samsung SM-F721B Octa Core 8 GB RAM 128 GB Grey;https://cdnbigbuy.com/images/8806094507393_S9906406_P1_WBG0.jpg;-;0;1;0;5;4;1;-;540.27;0.00%;-;580.94;0.00%;
S0240677;Smartphone Samsung Galaxy A55 5G 6,6\" Octa Core 8 GB RAM 128 GB Purple;https://cdnbigbuy.com/images/2512042413086_S0240677_P00.jpg;-;0;1;0;5;3;1;-;321.83;0.00%;-;346.05;0.00%;
S0240671;Smartphone Samsung Galaxy A55 5G 6,6\" Octa Core 8 GB RAM 128 GB Blue;https://cdnbigbuy.com/images/2512042413079_S0240671_P00.jpg;-;0;1;0;5;6;1;-;321.83;0.00%;-;346.05;0.00%;
S8107568;Smartphone Samsung Galaxy Z Fold 4 SM-F936B/DS 7,6\" 12 GB RAM 1 TB Beige;https://cdnbigbuy.com/images/8806094578744_I00.jpg;-;0;1;0;5;2;1;-;990.34;0.00%;-;1,042.46;0.00%;
S9190540;Smartphone Motorola RAZR 40 Ultra 6,9\" 3,6\" Qualcomm Snapdragon 8+ Gen 1 8 GB RAM 256 GB;https://cdnbigbuy.com/images/0840023259678_S9190540_P00.jpg;-;0;1;0;5;18;1;-;629.74;0.00%;-;684.50;0.00%;
S9194295;Smartphone Samsung SM-G525FZKDEEH 5,3\" Snapdragon 850 Exynos 850 SAMSUNG EXYNOS 850 4 GB RAM 64 GB Black;https://cdnbigbuy.com/images/8806092174931_S9194295_P20.jpg;-;0;1;0;5;200;1;-;204.00;0.00%;-;224.18;0.00%;
S9909836;Smartphone TCL 505 6,7\" Octa Core 4 GB RAM 128 GB Grey;https://cdnbigbuy.com/images/4894461983257_R00.jpg;-;0;1;0;5;13;1;-;87.02;0.00%;-;98.89;0.00%;
S9907322;Mobile telephone for older adults TCL 3189 2.4\" Grey Black/Grey;https://cdnbigbuy.com/images/4894461944364_S9907322_P00.jpg;-;1;1;0;5;13;1;-;50.49;0.00%;-;58.03;0.00%;
S0455781;Smartphone Oppo A18 6,56\" 4 GB RAM 128 GB Black MediaTek Helio G85;https://cdnbigbuy.com/images/6932169340083_S0455781_P00.jpg;-;0;1;0;5;2;1;-;89.83;0.00%;-;97.64;0.00%;
S9148450;Smartphone Motorola Moto G54 6,5\" 12 GB RAM 256 GB Blue;https://cdnbigbuy.com/images/S9148450_0840023254963_P00.jpg;-;0;1;0;5;2;1;-;181.58;0.00%;-;199.54;0.00%;
S7180857;Smartphone Apple iPhone 14 Black 512 GB 6,1\";https://cdnbigbuy.com/images/0194253411550_S7180857_P00.jpg;-;0;1;0;5;3;1;-;1,118.34;0.00%;-;1,202.52;0.00%;
S77175561;Smartphone Swiss Voice S510-M 5\" 2 GB RAM 16 GB Black;https://cdnbigbuy.com/images/3700601426427_R00.jpg;-;0;1;0;5;3;1;-;141.76;0.00%;-;152.43;0.00%;
S8106511;Smartphone Honor Magic 5 Pro 6,81\" 512 GB;https://cdnbigbuy.com/images/6936520822560_S8106511_P00.jpg;-;0;1;0;5;4;1;-;670.80;0.00%;-;706.11;0.00%;
S8105817;Smartphone Nokia G42 6,56\" 128 GB 2 GB RAM Lilac;https://cdnbigbuy.com/images/6438409090089_I01.jpg;-;0;1;0;5;20;1;-;148.43;0.00%;-;159.60;0.00%;
S7195115;Smartphone Xiaomi Redmi 12C 2K 128 GB;https://cdnbigbuy.com/images/3662515053604_S7195115_P00.jpg;-;0;1;0;5;1;1;-;183.97;0.00%;-;202.16;0.00%;
S9193414;Smartphone Motorola Moto G g04 6,56\" UNISOC T606 8 GB RAM 128 GB Black;https://cdnbigbuy.com/images/0840023260551_S9193414_P00.jpg;-;0;1;0;5;34;1;-;99.73;0.00%;-;109.59;0.00%;
S9139541;Smartphone Motorola Moto G84 6,55\" 256 GB 12 GB RAM Octa Core Qualcomm Snapdragon 695 5G Magenta;https://cdnbigbuy.com/images/0840023249532_S9139541_P00.jpg;-;0;1;0;5;37;1;-;205.71;0.00%;-;221.19;0.00%;
S8107025;Smartphone Xiaomi Redmi Note 13 Pro 6,67\" 8 GB RAM 256 GB Purple;https://cdnbigbuy.com/images/6941812762837_I20.jpg;-;0;1;0;5;181;1;-;199.97;0.00%;-;212.73;0.00%;
S8106746;Smartphone ZTE Blade V50 Vita 6,75\" 4 GB RAM 256 GB;https://cdnbigbuy.com/images/S8106746_6902176103391_P10.jpg;-;0;1;0;5;8;1;-;99.04;0.00%;-;106.49;0.00%;
S8107551;Smartphone Ulefone Armor 23 Ultra 6,78\" Mediatek Dimensity 8020 12 GB RAM 512 GB Black;https://cdnbigbuy.com/images/6937748735953_R00.jpg;-;0;1;0;5;20;1;-;363.89;0.00%;-;383.04;0.00%;
S8106622;Smartphone Ulefone Armor X12 32 GB 5,45\" 3 GB RAM MediaTek Helio A22;https://cdnbigbuy.com/images/S8106622_6937748735625_P00.jpg;-;0;1;0;5;2;1;-;82.75;0.00%;-;89.95;0.00%;
S9188138;Smartphone Samsung Galaxy S24+ 6,7\" Exynos 2400 12 GB RAM 256 GB Yellow;https://cdnbigbuy.com/images/8806095307039_R00.jpg;-;0;1;0;5;5;1;-;719.37;0.00%;-;773.52;0.00%;
S9139542;Smartphone Motorola Moto G84 6,55\" 256 GB 12 GB RAM Octa Core Qualcomm Snapdragon 695 5G Blue Midnight Blue;https://cdnbigbuy.com/images/0840023249525_S9139542_P00.jpg;-;0;1;0;5;9;1;-;208.34;0.00%;-;228.95;0.00%;
S9159010;Smartphone Samsung SM-A346BLGEEUE 6,6\" 8 GB RAM 256 GB Lime;https://cdnbigbuy.com/images/2511092311281_S9159010_P00.jpg;-;0;1;0;5;16;1;-;241.98;0.00%;-;265.91;0.00%;
S9909553;Tablet Xiaomi VHU4346EU Octa Core 8 GB RAM 256 GB Golden;https://cdnbigbuy.com/images/6941812730195_S9909553_P00.jpg;-;0;1;0;5;3;1;-;285.35;0.00%;-;306.83;0.00%;
S7609538;Smartphone Samsung A55 5G BLACK Black 8 GB RAM 128 GB;https://cdnbigbuy.com/images/8806095467061_I00.jpg;-;0;1;0;5;39;1;-;390.76;0.00%;-;415.70;0.00%;
S9148449;Smartphone Motorola Moto G moto g54 6,5\" 12 GB RAM 256 GB Green;https://cdnbigbuy.com/images/0840023254970_S9148449_P00.jpg;-;0;1;0;5;7;1;-;175.79;0.00%;-;193.18;0.00%;
S9139354;Smartphone Honor 90 Lite 6,7\" Mediatek Dimensity 6020 8 GB RAM 256 GB Black;https://cdnbigbuy.com/images/6936520825134_S9139354_P00.jpg;-;0;1;0;5;37;1;-;160.29;0.00%;-;176.14;0.00%;
S9195791;Smartphone Xiaomi REDMI NOTE 13 PRO+ 6,67\" Mediatek Dimensity 7200 Ultra 12 GB RAM 512 GB White;https://cdnbigbuy.com/images/6941812750049_S9195791_P00.jpg;-;0;1;0;5;22;1;-;355.89;0.00%;-;386.84;0.00%;
S9193609;Smartphone NO NAME 6,1\" GOOGLE TENSOR G3 8 GB RAM 128 GB White;https://cdnbigbuy.com/images/0840244707941_S9193609_P00.jpg;-;0;1;0;5;8;1;-;452.35;0.00%;-;491.68;0.00%;
S9192693;Smartphone Motorola Edge 50 Fusion 6,7\" Qualcomm Snapdragon 7s gen 2 12 GB RAM 512 GB Blue;https://cdnbigbuy.com/images/0840023270925_S9192693_P00.jpg;-;0;1;0;5;3;1;-;347.02;0.00%;-;377.20;0.00%;
S7609073;Smartphone Samsung S23FE MINT 256 GB 8 GB RAM;https://cdnbigbuy.com/images/8806095137483_S7609073_P00.jpg;-;0;1;0;5;17;1;-;651.95;0.00%;-;693.56;0.00%;
S9910081;Smartphone iPhone 15 Pro Max Apple iPhone 15 Pro Max Hexa Core 8 GB RAM 256 GB Blue;https://cdnbigbuy.com/images/0195949048722_S9910081_P00.jpg;-;0;1;0;5;5;1;-;1,124.07;0.00%;-;1,208.68;0.00%;
S9901484;Smartphone Apple iPhone 14 6,1\" Hexa Core 6 GB RAM 128 GB Black;https://cdnbigbuy.com/images/0194253408154_S9901484_P00.jpg;-;0;1;0;5;4;1;-;635.07;0.00%;-;682.87;0.00%;
S8105313;Smartphone Ulefone Armor X13 Orange 64 GB 6,52\" 6 GB RAM;https://cdnbigbuy.com/images/6937748735533_S8105313_P01.jpg;-;0;1;0;5;30;1;-;115.14;0.00%;-;123.81;0.00%;
S9910448;Smartphone Samsung Galaxy A35 Octa Core 8 GB RAM 256 GB Blue;https://cdnbigbuy.com/images/8806095457567_S9910448_P00.jpg;-;1;1;0;5;1;1;-;273.08;0.00%;-;293.63;0.00%;
S9193301;Smartphone Motorola moto g34 6,5\" Qualcomm Snapdragon 695 5G 4 GB RAM 128 GB Black;https://cdnbigbuy.com/images/0840023256646_I00.jpg;-;0;1;0;5;45;1;-;100.87;0.00%;-;110.85;0.00%;
S9194173;Smartphone Samsung Galaxy A25 5G SM-A256BZYHEUB 6,5\" 8 GB RAM 256 GB Lime;https://cdnbigbuy.com/images/8806095382708_S9194173_P00.jpg;-;0;1;0;5;10;1;-;209.60;0.00%;-;230.33;0.00%;
S8105491;Smartphone Nokia C22 6,52\" 64 GB 2 GB RAM Unisoc SC9863A Black;https://cdnbigbuy.com/images/6438409084637_S8105491_P01.jpg;-;0;1;0;5;0;1;-;76.24;0.00%;-;82.87;0.00%;
S7192883;Smartphone Apple iPhone 15 Pro 1 TB;https://cdnbigbuy.com/images/0195949020919_S7192883_P01.jpg;-;0;1;0;5;3;1;-;1,758.89;0.00%;-;1,891.28;0.00%;
S9906794;Mobile phone SPC 2323N 32 GB Black 1.77\";https://cdnbigbuy.com/images/8436542859189_S9906794_P00.jpg;-;0;1;0;5;23;1;-;24.99;0.00%;-;29.06;0.00%;
S8106111;Smartphone Ulefone Armor 22 Black 8 GB RAM 6,59\" 256 GB;https://cdnbigbuy.com/images/6937748735595_S8106111_P00.jpg;-;0;1;0;5;100;1;-;168.08;0.00%;-;178.81;0.00%;
S8104793;Smartphone Ulefone POWER ARMOR 16 PRO Orange 4 GB RAM 5,93\" 64 GB;https://cdnbigbuy.com/images/6937748734840_S8104793_P01.jpg;-;0;1;0;5;40;1;-;120.52;0.00%;-;129.59;0.00%;
S8106927;Smartphone Apple 512 GB Titanium;https://cdnbigbuy.com/images/0195949020346_S8106927_P00.jpg;-;0;1;0;5;16;1;-;1,193.19;0.00%;-;1,255.99;0.00%;
S8101182;Smartphone Ulefone Armor 8 Black 64 GB Octa Core 6,1\" 4 GB RAM;https://cdnbigbuy.com/images/6937748733744_I0_WBG1.jpg;-;0;1;0;5;26;1;-;116.03;0.00%;-;124.76;0.00%;
S8106765;Smartphone ZTE Blade A72S 6,74\" Unisoc 3 GB RAM 128 GB Black;https://cdnbigbuy.com/images/6902176087936_I00.jpg;-;0;1;0;5;40;1;-;68.64;0.00%;-;74.61;0.00%;
S7821074;Smartphone Samsung Galaxy S23 Black 6,1\" 128 GB Octa Core 8 GB RAM;https://cdnbigbuy.com/images/S7821074_8431775031371_P01.jpg;-;0;1;0;5;13;1;-;877.45;0.00%;-;943.49;0.00%;
S7821075;Smartphone Samsung Galaxy S23 White 6,1\" Cream 128 GB Octa Core 8 GB RAM;https://cdnbigbuy.com/images/S7821075_8431775031357_P01.jpg;-;0;1;0;5;14;1;-;789.68;0.00%;-;849.12;0.00%;
S8105315;Smartphone Ulefone Armor X12 Pro;https://cdnbigbuy.com/images/6937748735526_S8105315_P01.jpg;-;0;1;0;5;20;1;-;94.74;0.00%;-;101.87;0.00%;
S7821076;Smartphone Samsung Galaxy S23 Lilac 6,1\" 3900 mAh 128 GB Octa Core 8 GB RAM;https://cdnbigbuy.com/images/S7821076_8431775031340_P01.jpg;-;0;1;0;5;3;1;-;774.18;0.00%;-;832.45;0.00%;
S8106501;Smartphone Ulefone;https://cdnbigbuy.com/images/6937748735601_S8106501_P00.jpg;-;0;1;0;5;49;1;-;168.08;0.00%;-;178.81;0.00%;
S8106120;Smartphone Ulefone Armor 22 Green 8 GB RAM 6,59\" 128 GB;https://cdnbigbuy.com/images/S8106120_6937748735540_P00.jpg;-;0;1;0;5;58;1;-;150.59;0.00%;-;161.92;0.00%;
S9911083;Smartphone Realme C31 Octa Core 3 GB RAM 32 GB Green;https://cdnbigbuy.com/images/6941399076860_S9911083_P00.jpg;-;0;1;0;5;6;1;-;71.36;0.00%;-;81.09;0.00%;
S7827703;Smartphone Xiaomi Redmi Note 12S Green 6,43\" 8 GB 256 GB 8 GB RAM Octa Core;https://cdnbigbuy.com/images/6941812729045_R01.jpg;-;0;1;0;5;3;1;-;177.95;0.00%;-;191.34;0.00%;
S9145527;Smartphone Google 6,2\" GOOGLE TENSOR G3 8 GB RAM 128 GB Black;https://cdnbigbuy.com/images/0840244706692_S9145527_P00.jpg;-;0;1;0;5;93;1;-;493.89;0.00%;-;536.84;0.00%;
S9148948;Smartphone Samsung SM-S711BLGDEUE 8 GB RAM 128 GB;https://cdnbigbuy.com/images/8806095137490_S9148948_P00.jpg;-;0;1;0;5;78;1;-;391.89;0.00%;-;425.97;0.00%;
S7818235;Smartphone Apple iPhone 14 6,1\" 512 GB;https://cdnbigbuy.com/images/0194253412113_S7818235_P02.jpg;-;0;1;0;5;23;1;-;1,158.90;0.00%;-;1,246.13;0.00%;
S8105316;Smartphone Ulefone Armor X13 Black 64 GB 6,52\" 6 GB RAM;https://cdnbigbuy.com/images/6937748735472_S8105316_P01.jpg;-;0;1;0;5;48;1;-;115.14;0.00%;-;123.81;0.00%;
S7818014;Smartphone ZTE ZTE Blade A52 6,52\" 2 GB RAM 64 GB Grey 64 GB Octa Core 2 GB RAM 6,52\";https://cdnbigbuy.com/images/6902176079894_S7818014_P02.jpg;-;1;1;0;5;10;1;-;103.10;0.00%;-;110.86;0.00%;
S7811407;Smartphone SPC Smart Max 2 5,5\" Quad Core 1 GB RAM 16 GB;https://cdnbigbuy.com/images/8436542859561_S7811407_P02.jpg;-;0;1;0;5;1;1;-;65.92;0.00%;-;71.65;0.00%;
S0238889;Smartphone TCL TCL40NXTBLUE 8 GB RAM Blue;https://cdnbigbuy.com/images/4894461975276_S0238889_P01.jpg;-;0;1;0;5;14;1;-;131.29;0.00%;-;142.71;0.00%;
S7159710;Smartphone Apple iPhone 11 Black 6,1\" A13 64 GB;https://cdnbigbuy.com/images/0194252097366_S7159710_P00.jpg;-;0;1;0;5;30;1;-;372.67;0.00%;-;409.53;0.00%;
S7187523;Smartphone Samsung A14 Black 4 GB RAM 64 GB;https://cdnbigbuy.com/images/8806094843484_S7187523_P01.jpg;-;0;1;0;5;30;1;-;146.27;0.00%;-;160.74;0.00%;
S7180863;Smartphone Apple iPhone 14 Plus 6,7\" A15 iOS 512 GB White;https://cdnbigbuy.com/images/0194253376002_S7180863_P01.jpg;-;0;1;0;5;6;1;-;840.25;0.00%;-;913.32;0.00%;
S7829368;Smartphone Apple iPhone 15 Plus 6,7\" 256 GB Green;https://cdnbigbuy.com/images/0195949042287_S7829368_P01.jpg;-;0;1;0;5;1;1;-;987.98;0.00%;-;1,062.34;0.00%;
S7829396;Smartphone Apple iPhone 15 Plus 6,7\" 256 GB Yellow;https://cdnbigbuy.com/images/0195949041921_S7829396_P01.jpg;-;0;1;0;5;59;1;-;1,069.38;0.00%;-;1,149.87;0.00%;
S7167213;Smartphone Apple iPhone 13 6,1\" 5G 12 MP Pink 256 GB 256 GB;https://cdnbigbuy.com/images/0194252709177_S7167213_P03.jpg;-;0;1;0;5;1;1;-;721.29;0.00%;-;784.02;0.00%;
S0457877;Smartphone Xiaomi REDMI 13 6,79\" 8 GB RAM 256 GB Pink;https://cdnbigbuy.com/images/6941812779675_S0457877_P00.jpg;-;0;1;0;5;23;1;-;154.27;0.00%;-;164.12;0.00%;
S8107860;Smartphone Apple iPhone 15 6,1\" 256 GB Green;https://cdnbigbuy.com/images/0195949037627_I00.jpg;-;0;1;0;5;2;1;-;797.99;0.00%;-;839.99;0.00%;
S5627289;Smartphone Xiaomi REDMI NOTE 11 PRO 5G White 64 GB 6,67\" 6 GB RAM;https://cdnbigbuy.com/images/S5627289_6934177770753_P00.jpg;-;0;1;0;5;1;1;-;141.50;0.00%;-;153.80;0.00%;
S7786538;Smartphone Apple MR3Y3QL/A A15 Yellow 256 GB 6,1\" 6 GB RAM;https://cdnbigbuy.com/images/0194253750369_I01.jpg;-;0;1;0;5;16;1;-;747.63;0.00%;-;795.35;0.00%;
S7822054;Smartphone Samsung Galaxy A54 5G Violet 6,4\" 5G Lilac 1 TB 256 GB Octa Core;https://cdnbigbuy.com/images/S7822054_8431775031784_P01.jpg;-;0;1;0;5;1;1;-;349.77;0.00%;-;376.10;0.00%;
S7818087;Smartphone Xiaomi Xiaomi Redmi 10A Grey 6,53\" 64 GB 1 TB Octa Core 3 GB RAM;https://cdnbigbuy.com/images/S7818087_8431775030909_P01.jpg;-;0;1;0;5;2;1;-;141.86;0.00%;-;152.54;0.00%;
S7822507;Smartphone Samsung Galaxy A54 5G Green 6,4\" 1 TB 128 GB Octa Core;https://cdnbigbuy.com/images/S7822507_8431775031739_P01.jpg;-;0;1;0;5;16;1;-;436.35;0.00%;-;469.19;0.00%;
S7817414;Smartphone Samsung Galaxy Z Fold4 Beige 6,2\";https://cdnbigbuy.com/images/S7817414_8431775030381_P01.jpg;-;0;1;0;5;1;1;-;1,635.14;0.00%;-;1,739.51;0.00%;
S9906347;Smartphone Samsung SM-A145R/DSN 6,6\" Black 4 GB RAM 128 GB;https://cdnbigbuy.com/images/8806094843439_I00.jpg;-;0;1;0;5;48;1;-;118.53;0.00%;-;128.84;0.00%;
S9148343;Smartphone Google Pixel 8 Pro 6,7\" GOOGLE TENSOR G3 12 GB RAM 128 GB Blue Celeste;https://cdnbigbuy.com/images/0840244705206_S9148343_P00.jpg;-;0;1;0;5;6;1;-;704.23;0.00%;-;757.24;0.00%;
S0450096;Smartphone TCL 6,75\" Mediatek Helio G37 Grey 128 GB 6 GB RAM;https://cdnbigbuy.com/images/4894461958866_I02.jpg;-;0;1;0;5;27;1;-;91.98;0.00%;-;99.98;0.00%;
S7826033;Smartphone Samsung Galaxy Z Fold5 Cream 256 GB Octa Core 12 GB RAM 7,6\";https://cdnbigbuy.com/images/8431775031968_S7826033_P01.jpg;-;0;1;0;5;1;1;-;1,761.76;0.00%;-;1,874.21;0.00%;
S9906427;Smartphone Samsung M13 6,6\" Octa Core 4 GB RAM 64 GB Orange;https://cdnbigbuy.com/images/8806094359336_I00.jpg;-;0;1;0;5;5;1;-;137.36;0.00%;-;149.30;0.00%;
S9909443;Smartphone Xiaomi MZB0FY1EU 6,67\" Octa Core 8 GB RAM 128 GB Blue;https://cdnbigbuy.com/images/6941812759684_I70.jpg;-;0;1;0;5;67;1;-;146.43;0.00%;-;159.16;0.00%;
S0454690;Smartphone Xiaomi XIAREDMI13C128GR 128 GB 6 GB RAM ARM Cortex-A55 MediaTek Helio G85 Green;https://cdnbigbuy.com/images/6941812753866_S0454690_P00.jpg;-;0;1;0;5;33;1;-;100.40;0.00%;-;107.96;0.00%;
S8105523;Smartphone Ulefone Armor 22;https://cdnbigbuy.com/images/6937748735496_S8105523_P01.jpg;-;0;1;0;5;99;1;-;150.59;0.00%;-;161.92;0.00%;
S8107727;Smartphone Honor 5109BEBY;https://cdnbigbuy.com/images/6936520841158_S8107727_P00.jpg;-;0;1;0;5;40;1;-;208.45;0.00%;-;221.76;0.00%;
S7834970;Smartphone Ulefone Octa Core 4 GB RAM 64 GB 256 GB Orange;https://cdnbigbuy.com/images/6937748735519_S7834970_P00.jpg;-;0;1;0;5;2;1;-;125.27;0.00%;-;134.70;0.00%;
S7822514;Smartphone Vivo Vivo Y76 5G 6,58“ 5G 2408 x 1080 px 6,6\" 1 TB 128 GB 8 GB RAM Octa Core Black 128 GB;https://cdnbigbuy.com/images/6935117844015_S7822514_P02.jpg;-;0;1;0;5;11;1;-;276.73;0.00%;-;297.56;0.00%;
S7822289;Smartphone Samsung Galaxy A54 5G Violet 6,4\" 5G Lilac 1 TB 128 GB Octa Core;https://cdnbigbuy.com/images/S7822289_8431775031746_P01.jpg;-;0;1;0;5;206;1;-;314.94;0.00%;-;338.65;0.00%;
S9909459;Smartphone Xiaomi MZB0FF6EU 12 GB RAM 512 GB Purple;https://cdnbigbuy.com/images/6941812750636_S9909459_P00.jpg;-;1;1;0;5;25;1;-;354.34;0.00%;-;381.01;0.00%;
S9909495;Smartphone Xiaomi MZB0FVFEU Octa Core 8 GB RAM 256 GB Grey;https://cdnbigbuy.com/images/6941812757970_S9909495_P00.jpg;-;0;1;0;5;7;1;-;264.40;0.00%;-;284.30;0.00%;
S9911782;Smartphone Oppo Reno 6 6,4\" Octa Core 8 GB RAM 128 GB Black;https://cdnbigbuy.com/images/6944284693739_S9911782_P00.jpg;-;0;1;0;5;2;1;-;193.88;0.00%;-;208.47;0.00%;
S5617104;Smartphone Apple iPhone 13 Black 6,1\";https://cdnbigbuy.com/images/0194252708545_I01.jpg;-;0;1;0;5;2;1;-;640.43;0.00%;-;688.63;0.00%;
S5624977;Smartphone Apple MU1F3QL/A 256 GB Blue;https://cdnbigbuy.com/images/0195949042102_S5624977_P00.jpg;-;0;1;0;5;1;1;-;965.57;0.00%;-;1,038.25;0.00%;
S7798670;Smartphone iPhone 15 Pro Max Apple MU7C3QL/A 6,7\" A12 Bionic 8 GB RAM 512 GB;https://cdnbigbuy.com/images/0195949048906_S7798670_P00.jpg;-;0;1;0;5;12;1;-;1,353.11;0.00%;-;1,439.48;0.00%;
S7831606;Smartphone Samsung Galaxy S23 FE 8 GB RAM 6,1\" Octa Core 256 GB Purple;https://cdnbigbuy.com/images/8431775032651_S7831606_P80.jpg;-;0;1;0;5;2;1;-;711.69;0.00%;-;757.12;0.00%;
S9910768;Smartphone Samsung Galaxy A55 6,6\" Octa Core 8 GB RAM 128 GB Violet;https://cdnbigbuy.com/images/8806095467252_S9910768_P00.jpg;-;0;1;0;5;1;1;-;321.60;0.00%;-;345.81;0.00%;
S8107948;Smartphone Motorola Moto G24 6,6\" MediaTek Helio G85 8 GB RAM 256 GB Blue;https://cdnbigbuy.com/images/S8107948_0840023258077_P00.jpg;-;0;1;0;5;15;1;-;111.81;0.00%;-;120.23;0.00%;
S7831729;Smartphone Samsung Galaxy S23 FE 6,1\" Octa Core 256 GB Cream;https://cdnbigbuy.com/images/8431775032668_S7831729_P00.jpg;-;0;1;0;5;1;1;-;711.69;0.00%;-;757.12;0.00%;
S9901505;Smartphone Apple iPhone 14 Plus Hexa Core 6 GB RAM 256 GB Red;https://cdnbigbuy.com/images/0194253375302_S9901505_P00.jpg;-;0;1;0;5;1;1;-;747.28;0.00%;-;803.53;0.00%;
S8106874;Smartphone Apple 256 GB Yellow;https://cdnbigbuy.com/images/0195949037290_S8106874_P00.jpg;-;0;1;0;5;1;1;-;795.88;0.00%;-;837.77;0.00%;
S8107835;Smartphone Honor Magic 6 Pro 6,8\" 12 GB RAM 512 GB Green;https://cdnbigbuy.com/images/S8107835_6936520840403_P00.jpg;-;0;1;0;5;10;1;-;806.39;0.00%;-;848.83;0.00%;
S8107865;Smartphone Poco M6 6,79\" 6 GB RAM 128 GB Purple;https://cdnbigbuy.com/images/S8107865_6941812781814_P00.jpg;-;0;1;0;5;1;1;-;118.37;0.00%;-;127.28;0.00%;
S7609610;Smartphone Xiaomi NOTE13 OCEAN TE 6 GB RAM 128 GB;https://cdnbigbuy.com/images/6941812755266_S7609610_P00.jpg;-;0;1;0;5;5;1;-;190.01;0.00%;-;204.31;0.00%;
S7189215;Smartphone Google Pixel 7a White 128 GB 8 GB RAM;https://cdnbigbuy.com/images/0840244702045_S7189215_P01.jpg;-;0;1;0;5;16;1;-;482.09;0.00%;-;529.77;0.00%;
S9912549;Smartphone ZTE Blade V40 Pro 6,67\" Octa Core 6 GB RAM 128 GB Green;https://cdnbigbuy.com/images/6902176078286_S9912549_P00.jpg;-;0;1;0;5;2;1;-;125.70;0.00%;-;136.63;0.00%;
S7195561;Smartphone Samsung SM-S711BZPDEUB 8 GB RAM Purple;https://cdnbigbuy.com/images/8806095137117_S7195561_P00.jpg;-;0;1;0;5;17;1;-;637.57;0.00%;-;685.56;0.00%;
S9904754;Saucepan Monix M813816;https://cdnbigbuy.com/images/84350924252710.jpg;-;0;1;0;5;3;1;-;10.90;0.00%;-;13.63;0.00%;
S9193416;Smartphone Motorola Moto E 13 6,5\" UNISOC T606 8 GB RAM 128 GB Green;https://cdnbigbuy.com/images/8033779073021_R00.jpg;-;0;1;0;5;17;1;-;81.14;0.00%;-;90.16;0.00%;
S9906800;Mobile telephone for older adults SPC 2321NS Black;https://cdnbigbuy.com/images/8436609912390_S9906800_P00.jpg;-;0;1;0;5;11;1;-;56.38;0.00%;-;64.07;0.00%;
S9905762;Mobile telephone for older adults Panasonic KX-TU155EXRN Red;https://cdnbigbuy.com/images/5025232915330_S9905762_P00.jpg;-;0;1;0;5;3;1;-;35.74;0.00%;-;41.56;0.00%;
S8103910;Mobile phone Nokia 8210 Red;https://cdnbigbuy.com/images/6438409078346_R01.jpg;-;0;1;0;5;27;1;-;56.56;0.00%;-;61.48;0.00%;
S8107451;Smartphone Honor Magic V2 6,43\" 16 GB RAM 512 GB Purple;https://cdnbigbuy.com/images/6936520832118_R00.jpg;-;0;1;0;5;8;1;-;1,078.62;0.00%;-;1,135.39;0.00%;
S9912321;Smartphone Oppo 631001000272 Octa Core 12 GB RAM 256 GB Grey;https://cdnbigbuy.com/images/6932169331142_S9912321_P00.jpg;-;0;1;0;5;2;1;-;343.67;0.00%;-;369.54;0.00%;
S8106935;Smartphone Nokia G22 6,52\" 4 GB RAM 64 GB Peach;https://cdnbigbuy.com/images/S8106935_6438409091529_P00.jpg;-;0;1;0;5;1;1;-;92.59;0.00%;-;99.56;0.00%;
S8107629;Smartphone Xiaomi Redmi Note 13 6,67\" Dimensity 6080 8 GB RAM 256 GB Azul Océano;https://cdnbigbuy.com/images/6941812755204_S8107629_P00.jpg;-;0;1;0;5;263;1;-;191.46;0.00%;-;203.68;0.00%;
S8104437;Smartphone Apple iPhone 14 Plus Red A15 6,7\" 256 GB;https://cdnbigbuy.com/images/0194253375302_I00.jpg;-;0;1;0;5;2;1;-;704.44;0.00%;-;741.52;0.00%;
S8102112;Mobile phone Nokia 8210 4G Silver 2,8\" 128 MB RAM;https://cdnbigbuy.com/images/6438409078353_S8102112_P01.jpg;-;0;1;0;5;25;1;-;58.87;0.00%;-;63.99;0.00%;
